Title,Ingredients,Steps,Loves,URL,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps
Tahu Goreng Sambal Kecap,5 kotak tahu--Bumbu tahu:--2 bawang putih--1/2 sdt ketumbar--Garam--Bumbu sambal kecap:--2 cabai rawit merah--3 cabai rawit hijau--1 cabai merah kriting--2 siung bawang merah--1 siung bawang putih--Kaldu bubuk--Kecap--,"1) Belah tahu menjadi 2
2) Haluskan bumbu untuk tahu (bawang putih,ketumbar, garam). Sisihkan diamkan 15 menit agar bumbu meresap
3) Iris semua cabai dan bawang. Masukkan ke wadah / mangkok kecil. Beri kecap secukupnya dan tambahkan kaldu bubuk
4) Goreng tahu hingga kecoklatan.
5) Tata tahu yg sudah di goreng ke dalam piring
6) Sajikan",11,https://cookpad.com/id/resep/4376332-tahu-goreng-sambal-kecap,tahu,tahu goreng sambal kecap,13,"kotak tahu , bumbu tahu , bawang putih , ketumbar , garam , bumbu sambal kecap , cabai rawit merah , cabai rawit hijau , cabai merah kriting , bawang merah , bawang putih , kaldu bubuk , kecap",6
Perkedel Tahu simple gurih,"5 potong tahu putih kecil--1 lembar daun bawang--1 butir telur--minyak secukupnya untuk menggoreng--Bumbu halus--3 Cabe merah besar--5 siung bawang putih--2 siung bawang merah--Garam,lada,penyedap--","1) Haluskan bumbu : Bawang merah+putih,garam,lada,cabe merah.
2) Hancurkan tahu
3) Masukkan telur, bumbu halus dan daun bawang. Tambahkan penyedap.Aduk rata lalu tes rasa.
4) Panaskan minyak, bentuk bulat pipih lalu goreng hingga matang kecoklatan.
5) Siap disajikan",7,https://cookpad.com/id/resep/3628510-perkedel-tahu-simple-gurih,tahu,perkedel tahu simple gurih,9,"potong tahu putih , daun bawang , telur , minyak , bumbu halus , cabe merah , bawang putih , bawang merah , garam , lada , penyedap",5
Tumis tahu n toge,2 buah tahu--1/2 ons toge (sesuai selera)--3 siung bawang merah--2 siung bawang putih--1/2 tomat--Udang kecepe secukupnya cuci bersih--2 Cabe merah haluskan--1/2 sdt merica--1/2 sdt Garam--1 sdm kecap manis--1 sdm minyak--1 gelas pendek air--,"1) Cuci tahu n potong dadu lalu goreng setengah matang, angkat
2) Iris bawang merah, bawang putih dan tomat potong dadu
3) Panaskan minyak, tumis bawang merah, bawang putih, tomat, kecepe dan tahu lalu masukkan air tunggu sampai mendidih,
4) Lalu masukkan toge, garam, merica dan kecap masak hingga toge jadi setengah layu, koreksi rasa lalu angkat dan sajikan",1,https://cookpad.com/id/resep/4376016-tumis-tahu-n-toge,tahu,tumis tahu n toge,12,"tahu , toge , bawang merah , bawang putih , tomat , udang kecepe , cabe merah haluskan , merica , garam , kecap manis , minyak , pendek air",4
Martabak tahu,1 bungkus tahu kuning--1 pohon Daun bawang--Kulit lumpia--Garem--Gula--1 butir telur--Ketumbar bubuk--Lada bubuk--,"1) Hancurkan tahu di dalam baskom kecil pake sendok, masukan gula, garam, lada bubuk, ketumbar bubuk
2) Balut tahu yang tercampur dengan kulit lumpia
3) Goreng aga kecoklatan angkat
4) Sajikan",2,https://cookpad.com/id/resep/4376053-martabak-tahu,tahu,martabak tahu,8,"tahu kuning , pohon daun bawang , kulit lumpia , garem , gula , telur , biji ketumbar , lada",4
Pergedel Tahu,5 buah tahu ukuran sedang--1 butir telur utk adonan tahu--1 batang daun bawang--1 butir telur--Minyak goreng--Bumbu halus:--4 siung bawang putih--2 siun bawang merah--Merica--Garam dan penyedap--,"1) Keringkan air tahu. Kemudian hancurkan. Masukkan bumbu halus dan bentuk adonan bulat2. Sisihkan
2) Kocok telur masukkan sdikit penyedap. Celupkan tahu yg tlh dibulatkan kedalam telur. Goreng dlm minyak panas. Tunggu sampai kecoklatan.
3) Angkat dan sajikan bersama saos sambal dan kecap..",6,https://cookpad.com/id/resep/4376078-pergedel-tahu,tahu,pergedel tahu,10,"tahu , telur utk adonan tahu , batang daun bawang , telur , minyak goreng , bumbu halus , bawang putih , siun bawang merah , merica , garam penyedap",3
Tahu Cabe Garam,2 bh Tahu Susu--8 bh Cabe rawit (cengek domba)--5 siung Bawang Putih--1 btg Daun Bawang--Kaldu Jamur Totole--Tepung crispy Sajiku--Merica--,"1) Iris tipis cabe rawit dan daun bawang, dan cincang halus bawang putih. Sisihkan.
2) Potong tahu menjadi 9 bagian dari 1 tahu (atau sesuai selera).
3) Lumuri tahu potong dengan tepung sajiku. Goreng kering. Sisihkan.
4) Tumis bawang putih dan cabe rawit hingga agak kering, masukkan tahu yg suda digoreng tadi. Tambahkan Totole dan merica. Cek rasa.
5) Jika sudah pas rasanya, tambahkan irisan daun bawang. Dan matikan api kompor.
6) Jadi deehhh...",82,https://cookpad.com/id/resep/4376132-tahu-cabe-garam,tahu,tahu cabe garam,7,"tahu susu , cabe rawit cengek domba , bawang putih , btg daun bawang , kaldu jamur totole , tepung crispy sajiku , merica",6
Tahu teriyaki,12 tahu kuning--2 buah wortel--Tepung bumbu serbaguna--Daun bawang--4 siung bawang merah--2 siung bawang putih--4 buah cabai merah--6 buah cabai keriting--1 sachet saus teriyaki--2 sdm kecap manis--Garam--1/2 gelas air--,"1) Potong dadu tahu, taburi tepung bumbu serbaguna sampai merata
2) Goreng tahu sampai kekuningan
3) Kupas wortel dan potong sebesar korek api
4) Potong bawang merah, bawang putih, cabai merah, cabai rawit, daun bawang
5) Tumis bawang merah dan bawang putih setelah layu masukkan cabai merah dan cabai rawit
6) Masukkan potongan wortel, tumis sampai layu
7) Masukkan tahu yg sudah digoreng
8) Masukkan air, saus teriyaki, kecap manis, garam
9) Masukkan daun bawang
10) Aduk sampai rata dan matang (air sedikit berkurang), siap disajikan",5,https://cookpad.com/id/resep/4376167-tahu-teriyaki,tahu,tahu teriyaki,12,"tahu kuning , wortel , tepung bumbu , daun bawang , bawang merah , bawang putih , cabai merah , cabai keriting , saus teriyaki , kecap manis , garam , air",10
Pepes tahu jamur tiram,20 buah tahu putih kecil--200 gr jamur tiram--4 sihung bawang merah--2 sihung bawang putih--2 tangkai daun kemangi--2 cabe merah kering--1 batang daun bawang--Penyedap--Merica bubuk--Garam--1 sdm gula pasir--Daun pisang--Tusuk gigi--,"1) Hancurkan tahu
2) Suwir2 jamur tiram
3) Sisik semua bawang dan cabe merah kering
4) Campur jadi satu semua bahan aduk rata
5) Ambil dua sendok makan adonan tahu lalu bungkus dg daun pisang semat dg tusuk gigi
6) Panaskan kukusan kalau udah panas masukkan adonan tahu yg telah di bungkus daun pisang kukus sampai matang",14,https://cookpad.com/id/resep/4375908-pepes-tahu-jamur-tiram,tahu,pepes tahu jamur tiram,13,"tahu putih , jamur tiram , sihung bawang merah , sihung bawang putih , tangkai daun kemangi , cabe merah kering , batang daun bawang , penyedap , merica bubuk , garam , gula pasir , daun pisang , tusuk gigi",6
Tahu sarang telur,"2 Tahu kotak putih besar--1 tangkai Daun bawang, iris halus--2 buah wortel, serut halus--2 butir telur--Fillet ayam giling 1/4, boleh diganti udang giling atau cincang halus--secukupnya Lada bubuk--Garam--secukupnya Gula pasir--4 sdm Tepung terigu--20 butir Telur puyuh, kupas dan potong 2--1 butir Putih telur untuk pelapis--5 siung Bawang putih, haluskan--","1) Haluskan tahu putih, masukkan tepung terigu, garam, daun bawang iris,lada bubuk, bawang putih,gula, daging ayam/udang cincang,wortel serut, aduk rata. Koreksi rasa sampai sesuai selera
2) Masukkan 2 butir telur, aduk rata
3) Ambil cetakan talam, olesi minyak goreng.
4) Masukkan adonan tahu seukuran cetakan dan sematkan potongan telur puyuh, agak ditekan agar tidak lepas saat di goreng.
5) Kukus kurang lebih 20-30 menit. Dinginkan sebelum dikeluarkan dari cetakan
6) Celupkan tahu yg sudah dikeluarkan dr cetakan kedalam putih telur
7) Celupkan tahu kedalam putih telur,Goreng dalam minyak panas sampai kecoklatan.
8) Agar tidak hancur, goreng dalam minyak agak banyak hingga tahu tidak perlu dibolak balik.
9) Tahu bisa juga di goreng dengan dibalur tepung roti agarlebih renyah",5,https://cookpad.com/id/resep/4375496-tahu-sarang-telur,tahu,tahu sarang telur,12,"tahu kotak putih , tangkai daun bawang , halus , wortel , serut halus , telur , fillet ayam giling , diganti udang giling cincang halus , lada , garam , gula pasir , tepung terigu , telur puyuh , kupas potong , putih telur , bawang putih , haluskan",9
Tahu solet,1 potong tahu cina atau tahu putih biasa--Bumbu yang dihaluskan:--2 buah cabe merah--3 buah cabe rawit--1 siung bawang putih--1 sendok makan petis--2 sachet kecap manis--1 sendok makan kacang tanah goreng--secukupnya Garam--secukupnya Minyak goreng--,"1) Potong-potong tahu cina, larutkan garam dengan air, kemudian rendam tahu kurleb 15 menit
2) Goreng tahu sampai matang
3) Goreng cabe merah, cabe rawit, bawang putih, kemudian ulek dengan kacang tanah sampai halus
4) Jika bumbu kacang sudah halus masukkan petis, ulek sampai rata kemudian beri kecap manis, tes rasa
5) Cocol tahu goreng dengan sambel petis",4,https://cookpad.com/id/resep/4335608-tahu-solet,tahu,tahu solet,10,"potong tahu cina tahu putih , bumbu dihaluskan , cabe merah , cabe rawit , bawang putih , petis , kecap manis , kacang tanah goreng , garam , minyak goreng",5
Tumis tahu simple,3-4 Buah tahu (potong dadu)--1 Ikat Sawi hijau--4 Buah Jagung muda--4-5 Buah baso sapi (sesuai selera)--4-5 Siung bawang merah--1 Buah tomat apel--2-3 Buah Cabai rawit hijau--secukupnya Garam--secukupnya Gula pasir--secukupnya Penyedap rasa--secukupnya Merica bubuk--,"1) Cuci semua bahan sampai bersih.
2) Tumis bawang merah, bawang putih, sampai harum. Masukkan cabai rawit, dan tomat. Masukan sedikit air.
3) Masukan sawi dan jagung muda dan baso sapi terlebih dahulu, biarkan sampai setengah matang. Kemudian tambahkan garam dan gula. Aduk rata.
4) Masukkan tahu, kemudian tambahkan penyedap rasa dan merica bubuk secukupnya. Biarkan sebentar sampai matang semuanya.
5) Test rasa. Angkat dan sajikan.",6,https://cookpad.com/id/resep/4336540-tumis-tahu-simple,tahu,tumis tahu simple,11,"tahu potong dadu , sawi hijau , jagung muda , baso sapi , bawang merah , tomat apel , cabai rawit hijau , garam , gula pasir , penyedap , merica bubuk",5
Perkedel tahu / bola tahu,"6 kotak tahu putih, hancurkan--1 batang daun bawang, iris tipis--4 siung bawang putih, haluskan--2-3 sdm tepung terigu--secukupnya garam, merica bubuk, kaldu bubuk (opsional)--","1) Campurkan tahu putih, bawang putih, tepung, daun bawang, merica bubuk, garam, kaldu bubuk secukupnya. Aduk rata, koreksi rasa. Bentuk adonan tahu seperti bola² atau sesuai selera. Goreng dalam minyak panas api sedang hingga coklat keemasan. Lakukan hingga adonan tahu habis.
2) Bola tahu / perkedel tahu siap disajikan
3) Yummyy",9,https://cookpad.com/id/resep/4375421-perkedel-tahu-bola-tahu,tahu,perkedel tahu / bola tahu,5,"kotak tahu putih , hancurkan , batang daun bawang , tipis , bawang putih , haluskan , tepung terigu , garam , merica bubuk , kaldu bubuk",3
Sayur lombok ayam tahu,1/2 kg ayam (digoreng dulu)--10 buah tahu kuning yg sudah d goreng--10 buah  Cabai rawit utuh ya.--2 daun jeruk--2 buah cabai ijo (iris kasar()--Bumbu halus :--3 siung bawang putih--5 siung bawang merah--2 cabe merah besar--2 kemiri--1/2 sdt ketumbar--100 ml santan--Minyak goreng--secukupnya Garam gula--,"1) Panaskan minyak, tumis bumbu halus hingga harum dan asap d wajan hilang. Tanda bumbu sdh mtang
2) Beri air 500 ml
3) Masukan tahu ayam dan daun jeruk, beri garam gula.. tunggu hingga mendidih. Icip2 rasa
4) Jika dirasa bumbu sdh meresap.. air mulai menyusut n kental.. masukan santan. Kecil kan api aduk perlahan agar santan tdk pecah..
5) Setelah santan tercampur.. matikan api. Siap d sajikan
6) Lebih harum pakai taburan bawang goreng d atas nya",5,https://cookpad.com/id/resep/4375942-sayur-lombok-ayam-tahu,tahu,sayur lombok ayam tahu,14,"ayam digoreng , tahu kuning goreng , cabai rawit utuh , daun jeruk , cabai ijo kasar , bumbu halus , bawang putih , bawang merah , cabe merah , kemiri , ketumbar , santan , minyak goreng , garam gula",6
Tahu Goreng Tepung,"Tahu yg sudah direbus dengan bawang putih+sedikit kunyit+garam--5 sdm penuh tepung terigu--2 siung bawang putih--1 butir kemiri--1 batang daun bawang, iris--Garam secukupnya dan sedikit gula--secukupnya Air--","1) Siapkan bahan
2) Haluskan bawang putih, kemiri, garam dan sedikit gula
3) Campur tepung dengan daun bawang dan bumbu yg dihaluskan. Beri air secukupnya.
4) Aduk rata dengan tingkat kekentalan sedang agak kental.
5) Ambil tahu yang telah diiris tipis, baluri dengan adonan tepung tadi.
6) Panaskan minyak, kemudian goreng sampai kuning kecoklatan/sampai matang.",1,https://cookpad.com/id/resep/4374981-tahu-goreng-tepung,tahu,tahu goreng tepung,7,"tahu direbus bawang putih+sedikit kunyit+garam , penuh tepung terigu , bawang putih , kemiri , batang daun bawang , garam gula , air",6
Tumis Tahu Jamur Sawit,1/4 jamur sawit--1/2 ons kecambah--3 tahu cina (potong sesuai selera)--50 cabe rawit (selera)--2 cabe merah besar--1 bawang bombay uk sedang--4 siung bawang merah--3 siung bawang putih--1 ruas laos (iris)--1 batang serai (belah 4 ujungnya)--Daun salam--1 sdm gula putih--1 sdt garam--1 sdt penyedap masakan (optional)--,"1) Belah semua jamur sawit jadi dua. Cuci bersih. Sisihkan.
2) Iris tahu cina sesuai selera. Sisihkan.
3) Cuci bersih cambah. Sisihkan.
4) Siapkan bumbu. Iris-iris cabe rawit, cabe merah, bawang bombay, bawang merah, bawang putih, laos, dan serai. Jangan lupa daun salam.
5) Tumis semua bumbu yang sudah diiris tadi hingga harum.
6) Masukkan cambah, oseng2 sebentar, lalu tambahkan jamur. Oseng-oseng hingga layu.
7) Jika sudah layu, tambahkan air.
8) Masukkan gula, garam, dan penyedap masakan. Kontrol rasa.
9) Jika rasa sudah pas. Baru masukkan tahu cina. Aduk-aduk sebentar.
10) Tunggu hingga mendidih dan air sudah agak sat. Kontrol rasa lagi.
11) Angkat. Sajikan.",2,https://cookpad.com/id/resep/4375399-tumis-tahu-jamur-sawit,tahu,tumis tahu jamur sawit,14,"jamur sawit , kecambah , tahu cina potong , cabe rawit , cabe merah , bawang bombai , bawang merah , bawang putih , laos , serai belah ujungnya , daun salam , gula putih , garam , penyedap masakan",11
Perkedel tahu,3 potong tahu putih--1 buah sosis--2 sdm tepung terigu--1 sdm tepung beras--1 butir telur--Secukupnya daun bawang--Secukupnya seledri--Bumbu halus--2 siung bawang putih--4 siung bawang merah--1 sdt garam--1/2 sdt merica--Secukupnya kaldu bubuk--,"1) Hancurkan tahu dan potong kecil kecil sosis (campurkan)
2) Campurkan bumbu halus potongan daun bawang seledri dengan adonan tahu
3) Campurkan telur kocok
4) Tambahkan tepung perlahan (sesuaikan tepung dengan kekentalan adonan yang di inginkan)
5) Bulatkan adonan goreng hingga kecoklatan",1,https://cookpad.com/id/resep/4375637-perkedel-tahu,tahu,perkedel tahu,13,"potong tahu putih , sosis , tepung terigu , tepung beras , telur , daun bawang , seledri , bumbu halus , bawang putih , bawang merah , garam , merica , kaldu bubuk",5
Tumis Buncis Tahu Pedas,4 Buah Tahu Kuning--Sayuran :--Buncis--Wortel--Daun Bawang--Bumbu Halus :--3 Siung Bawang Merah--2 Siung Bawang Putih--10 Buah Cabe Rawit Merah--1/2 Sdt Garam--Pelengkap :--Secukupnya Gula Merah--Secukupnya Gula Pasir--Secukupnya Kecap Manis--Secukupnya Penyedap Rasa--Secukupnya Air--,"1) Siapkan tahu rendam dg air panas sbntr kmudian bilas dg air dingin,lalu potong2 dadu dan goreng smp agk kering,tiriskan
2) Cuci buncis,wortel,daun bawang,lalu potong2.Kmudian siapkan bumbu yg dihlskn,bawang merah,bawang putih,cabe,garam ulek smp halus lalu tumis bumbu smp harum dan layu msukan potongan daun bawang dan wortel dulu,aduk2 kmudian msukan buncis dan tahu,beri gula merah,gula pasir,kecap manis,penyedap rasa,dan air sckpnya.Masak smp air agak mnyusut,koreksi rasa stlh matang angkt lalu sjikan
3) Selamat mncoba semua",6,https://cookpad.com/id/resep/4375385-tumis-buncis-tahu-pedas,tahu,tumis buncis tahu pedas,16,"tahu kuning , sayuran , buncis , wortel , daun bawang , bumbu halus , bawang merah , bawang putih , cabe rawit merah , garam , pelengkap , gula merah , gula pasir , kecap manis , penyedap , air",3
Tumis tahu + toge simple,1 bungkus Tahu matang--Toge (sesuai selera)--3 siung Bawang merah--2 siung Bawang putih--Tomat--Cabai (sesuai selera)--Penyedap rasa--Minyak untuk menumis--secukupnya Air--,"1) Potong potong tahu
2) Cuci bersih toge
3) Potong2 semua bumbu, tumis sampai harum
4) Masukkan tahu dan toge,tambahkan air secukupnya.
5) Taburi garam,penyedap, dan koreksi rasa.
6) Kalau air sudah agak menyusut, tumis tahu + toge siap disajikan..",10,https://cookpad.com/id/resep/4375165-tumis-tahu-toge-simple,tahu,tumis tahu + toge simple,9,"tahu matang , toge , bawang merah , bawang putih , tomat , cabai , penyedap , minyak menumis , air",6
Omelette Tahu Daun Kemangi,"3 butir telur, kocok lepas--5 potong tahu kuning, dihaluskan--5 siung bawang merah, iris halus--Sejumput daun kemangi, iris--1 lembar daun salam, dibagi dua--1 batang serai, dimemarkan--1 buah cabe rawit, iris--2 sdm kecap manis--1/2 sdt ketumbar--1/2 sdt garam--1/2 sdt gula pasir--2 sdm minyak goreng--","1) Tumis bawang merah hingga harum. Masukkan tahu halus, daun salam dan serai. Aduk rata. Tambahkan kecap, ketumbar, cabe rawit, garam dan gula pasir. Aduk, lalu tambahkan daun kemangi. Masak hingga kemangi layu, angkat.
2) Campurkan tahu yang telah ditumis dengan kocokan telur, aduk rata.
3) Tuangkan adonan ke dalam wajan anti lengket. Masak dengan api sedang. Setelah bagian bawah matang, balikkan (flip) omelette. Masak hingga bagian atasnya matang. Angkat.",19,https://cookpad.com/id/resep/4344060-omelette-tahu-daun-kemangi,tahu,omelette tahu daun kemangi,12,"telur , kocok lepas , potong tahu kuning , dihaluskan , bawang merah , halus , sejumput daun kemangi , daun salam , dibagi , serai , dimemarkan , cabe rawit , kecap manis , ketumbar , garam , gula pasir , minyak goreng",3
Perkedel tahu eggless,2 tahu (besar)--2 biji bawang merah--1 siung bawang putih--2 biji kemiri--5 cabe rawit atau sesuai selera--,"1) Haluskan semua bahan, jangan lupa koreksi rasa
2) Bentuk sesuai selera dan goreng hingga matang, sajikan
3) Untuk anak2 bisa juga ditambahkan potongan kecil wortel atau brokoli",10,https://cookpad.com/id/resep/4374370-perkedel-tahu-eggless,tahu,perkedel tahu eggless,5,"tahu , biji bawang merah , bawang putih , kemiri , cabe rawit",3
Tahu crispy ala fe' #bandung_recooksarikimdonghwa,5 tahu kuning (saya pakai cibuntu)--1 bungkus kecil tepung Sajiku--secukupnya Minyak goreng--,"1) Potong tahu jadi 4 bagian lalu celupkan ke tepung Sajiku kering. Adonan tepung kering ya. Jangan ditambah air karena tahu mengeluarkan air. Jadi langsung nempel deh tepungnya.
2) Goreng diminyak panas sedang, balik hingga matang rata. Siap disajikan bersama saus sambal botolan atau tumis cabe bawang merah  cocok disantap panas2.",15,https://cookpad.com/id/resep/4373778-tahu-crispy-ala-fe-bandung_recooksarikimdonghwa,tahu,tahu crispy ala fe,3,"tahu kuning cibuntu , tepung sajiku , minyak goreng",2
Tahu Mercon,"1 kg jamur tiram, cuci lalu suwir2--40 buah tahu kopong (tahu pong)--3 sdt gula pasir--1 bungkus kaldu ayam bubuk--4 sdm kecap manis--3 sdt garam kasar--sesuai selera Cabe rawit rajang halus--Bumbu Halus--25-30 butir bawang merah--15-20 butir bawang putih--25 buah cabe keriting--15-20 cabe rawit merah (sesuai selera jika ingin tdk pedas bisa dikurangi)--1 sdt garam--Bahan Pelapis--5 sdm tepung segitiga--3 sdm tepung beras--secukupnya Garam--Air secukupnya (tdk terlalu kental, tdk terlalu cair)--","1) Panaskan minyak, tumis bumbu halus hingga harum.
2) Masukkan jamur, tambahkan garam, gula, kaldu bubuk, kecap manis. Aduk hingga rata
3) Setelah tercampur rata, masukkan cabe rawit rajang halus, koreksi rasa. Kecilkan api, hingga jamur agak kering.
4) Siapkan tahu, sobek ujung tahu, isi dengan jamur. Kemudian gulingkan ke adonan pelapis. Goreng hingga kecoklatan. Sajikan",11,https://cookpad.com/id/resep/4373707-tahu-mercon,tahu,tahu mercon,18,"jamur tiram , suwir , tahu kopong tahu pong , gula pasir , kaldu ayam bubuk , kecap manis , garam kasar , cabe rawit rajang halus , bumbu halus , bawang merah , bawang putih , cabe keriting , cabe rawit merah tdk pedas dikurangi , garam , tepung segitiga , tepung beras , garam , air tdk kental , tdk cair",4
Tahu Gejrot,10 buah tahu pong--3 buah bawang merah--1 siung bawang putih--5 buah cabe rawit hijau--Irisan seledri untuk taburan (optional)--Bahan kuah:--4 keping gula merah--2 sdm air asam jawa--Secukupnya garam--200 ml air--,"1) Membuat kuah: rebus semua bahan sampai gula larut.
2) Uleg cabe rawit, bawang merah, bawang putih, beri kuah gula merah secukupnya. Aduk2. Campurkan potongan tahu. Aduk2. Koreksi rasa. Sajikan di piring. Taburi dgn irisan seledri.",13,https://cookpad.com/id/resep/4369112-tahu-gejrot,tahu,tahu gejrot,10,"tahu pong , bawang merah , bawang putih , cabe rawit hijau , irisan seledri taburan , kuah , keping gula merah , asam jawa , garam , air",2
Sapo Tahu,"2 bungkus Tahu Telur (Potong -+ 1,5cm)--1 siung Bawang Putih (Cincang Halus)--4 Lembar Sawi Putih (Iris ukuran sedang)--1 buah Wortel (Potong menyamping/serong)--2 batang Daun Bawang (Potong kecil"")--1 Sachet Saus Tiram--Garam--Gula--Lada--Kecap Manis--Air--Tepung Maizena (Larutkan dengan Air)--Minyak Goreng--","1) Goreng tahu telur ke dalam minyak panas hingga kecoklatan
2) Sambil menungg tahu matang rebus dulu wortel hingga lumayan empuk agar tidak terlalu lama saat ditumis
3) Setelah tahu&wortel matang,angkat,tiriskan lalu sisihkan dulu
4) Panaskan minyak, lalu tumis bawang putih hingga harum
5) Masukan wortel dan sawi putih. Lalu tuangkan air secukupnya
6) Tuangkan saus tiram lalu aduk sebentar
7) Masukan garam,gula,lada secukupnya dan sedikit kecap manis. Aduk hingga tercampur rata,jangan lupa tes rasa.
8) Masukan daun bawang yang sudah dipotong tadi
9) Masukan tahu yang sudah kita goreng,lalu aduk sebentar
10) Tuangkan larutan tepung maizena hingga kekentalan yang kita inginkan
11) Siapkan mangkuk,lalu sajikan
12) Sapo Tahu Ready to Eat",4,https://cookpad.com/id/resep/4352957-sapo-tahu,tahu,sapo tahu,13,"tahu telur potong + , bawang putih cincang halus , sawi putih , wortel potong menyamping serong , batang daun bawang potong '' , saus tiram , garam , gula , lada , kecap manis , air , tepung maizena larutkan air , minyak goreng",12
Tahu Aci Slawi enak 👩‍🍳,Adonan aci--250 gr tepung kanji/sagu juga boleh (dikampung pake aci kasar)--3 buah tahu remas bareng aci--2 Tangkai daun bawang iris halus--1 sdt bumbu racik tempe goreng--1/2 sdt ketumbar bubuk--secukupnya Garam & penyedap rasa--Air biasa secukupnya sampe adonan pas bisa ditempelin ke tahu--10 tahu potong diagonal--,"1) Campur tepung 3 buah tahu bumbu kemudian remas remas tambahkan air sedikit demi sedikit secukupnya saja sampe adonan keket atau pas nggak lembek atau keras,masukan daun bawang kalo ada daun kucai pake daun kucai lebih enak. Dan kalo mau sedep bumbu bisa ulek sendiri, saya lagi mode males mau yang gampang saja.
2) Tahu cuci bersih Potong digonal
3) Tempelkan adonan ke tahu, lakukan sampai selesai
4) Goreng dalam minyak banyak dan panas sampai matang* #catatan minyak harus banyak dan Bener-bener panas saat tahu Aci dimasukan.
5) Goreng sampai matang, angkat tiriskan
6) Tahu Aci siap disajikan dengan cabe rawit hemmm Nikmat nya walaupun*alakadarnya yang terpenting keluarga saya menikmati nya.  Salam masak-masak ‍",11,https://cookpad.com/id/resep/4372654-tahu-aci-slawi-enak-%F0%9F%91%A9%F0%9F%8D%B3,tahu,tahu aci slawi enak,9,"adonan aci , tepung kanji sagu dikampung pake aci kasar , tahu remas bareng aci , tangkai daun bawang halus , bumbu racik tempe goreng , biji ketumbar , garam & penyedap , air sampe adonan pas ditempelin tahu , tahu potong diagonal",7
Perkedel tahu,10 buah tahu--2 butir telur--2 Wortel uk. Sedang--Daun bawang--Bumbu:--6 siung bawang merah--3 siung bawang putih--1 sdt lada bubuk--3 buah kemiri--secukupnya Garam--secukupnya Penyedap rasa--,"1) Haluskan bumbu bawang merah, bawang putih, kemiri dan lada
2) Haluskan tahu dengan garpu/ tangan
3) Iris tipis daun bawang, wortel di potong kecil2 atau korek api sesuai selera
4) Campur tahu, bumbu dan sayur2an tambahkan penyedap rasa, cek rasa. Tambahkan satu butir telur
5) Campur hingga merata kemudian bentuk bulat bulat
6) Panaskan minyak kemudian goreng tahu dengan mencelupkan ke telur yang sudah dikocok lepas
7) Goreng hingga kekuningan
8) Siap disajikaaaaaan....",11,https://cookpad.com/id/resep/4276283-perkedel-tahu,tahu,perkedel tahu,11,"tahu , telur , wortel , daun bawang , bumbu , bawang merah , bawang putih , lada , kemiri , garam , penyedap",8
Martabak tahu cornet,"5 buah tahu putih kecil--2 batang daun bawang--1 buah wortel (diiris kecil-kecil)--Kornet pronas--2 butir telur ayam--Lada, royco dan garam--10 lembar kulit lumpia--","1) Hancurkan tahu lalu tambahkan irisan daun bawang, irisan wortel, telur, kornet, lada, royco dan garam aduk rata kemudian tes rasa nya
2) Tumis isi lumpia sampai matang, setelah itu ambil selembar kulit lumpia dan isi dengan tumisan lumpia, lipat kulit nya dengan usapkan putih telur agar lebih merekat saat dilipat, lakukan sampai kulit lumpia dan isian habis
3) Goreng kulit lumpia yg telah d isi dalam minyak panas sampai matang
4) Sajikan dengan cabai rawit",11,https://cookpad.com/id/resep/4370967-martabak-tahu-cornet,tahu,martabak tahu cornet,7,"tahu putih , batang daun bawang , wortel diiris , kornet pronas , telur ayam , lada , royco garam , kulit lumpia",5
Perkedel tahu,"2 tahu putih--1 butir telur ayam (yang besar)--5 butir bawang merah--2 butir bawang putih--1 sdt ketumbar (yg butiran)--1/2 cm kunyit (kira2 segitu😄)--sedikit  Kencur (saja)--secukupnya Gula,garam  (dikira2 saja😊)--Minyak goreng--","1) Hancurkan tahu (kalau aku pakai tangan, sebelumnya cuci tahu nya dulu ya), sisihkan
2) Bawang merah,bawang putih,ketumbar,kunyit,kencur,gula,garam haluskan (aku pakai uleg an ya/di uleg)
3) Campur tahu dengan bumbu yang dihaluskan (icipi rasa dulu sebelum masukin telur ya) setelah itu masukin telur
4) Bentuk lalu goreng dengan minyak panas (tapi pakai api kecil)
5) Kalau sudah berwarna kuning ke emasan lalu angkat dan tiriskan
6) Sajikan sesuai selera (kalau aku pakai nasi hangat atau sayur sop)",4,https://cookpad.com/id/resep/4370991-perkedel-tahu,tahu,perkedel tahu,9,"tahu putih , telur ayam , bawang merah , bawang putih , ketumbar butiran , kunyit segitu , kencur , gula , garam , minyak goreng",6
